id,out,in,all,bins,unique,,
1600,22,94,116,,,,
10178,9,1,10,,,,
15838,6,9,15,,,,
7926,7,2,9,,,,
8886,40,3,43,,,,
14944,1,0,1,,,,
6392,5,5,10,,,,
3330,1,1,2,,,,
7477,13,3,16,,,,
2970,3,6,9,,,,
16978,1,36,37,,,,
13103,6,8,14,,,,
4898,84,4,88,,,,
14917,6,2,8,,,,
13087,27,40,67,,,,
8032,2,1,3,,,,
11579,1,1,2,,,,
1865,54,0,54,,,,
8378,1,26,27,,,,
14702,24,1,25,,,,
4427,189,74,263,,,,
8471,7,21,28,,,,
12930,14,6,20,,,,
15576,1,0,1,,,,
498,2,2,4,,,,
14083,1,1,2,,,,
39,1,17,18,,,,
5695,7,5,12,,,,
8015,18,22,40,,,,
8215,3,46,49,,,,
14031,3,12,15,,,,
887,2,7,9,,,,
5472,201,7,208,,,,
6899,24,2,26,,,,
5991,11,60,71,,,,
10982,5,4,9,,,,
7637,11,3,14,,,,
12107,4,4,8,,,,
8305,1,3,4,,,,
4422,5,10,15,,,,
11333,65,116,181,,,,
10917,6,13,19,,,,
3691,2,49,51,,,,
7227,4,7,11,,,,
12622,14,1,15,,,,
7739,7,7,14,,,,
8136,93,9,102,,,,
8150,82,3,85,,,,
15458,7,2,9,,,,
5651,1,1,2,,,,
8243,5,17,22,,,,
8590,1,27,28,,,,
113,190,50,240,,,,
5017,15,26,41,,,,
17221,4,4,8,,,,
5679,19,4,23,,,,
13579,1,11,12,,,,
6231,14,3,17,,,,
6922,19,5,24,,,,
4219,2,34,36,,,,
6792,33,5,38,,,,
15786,19,24,43,,,,
7146,5,7,12,,,,
15691,6,3,9,,,,
13150,7,37,44,,,,
16001,29,10,39,,,,
3644,29,6,35,,,,
14554,11,7,18,,,,
2719,100,104,204,,,,
10492,2,5,7,,,,
8144,11,7,18,,,,
11739,42,9,51,,,,
5431,62,41,103,,,,
13116,13,5,18,,,,
14669,1,14,15,,,,
16375,16,5,21,,,,
2685,83,39,122,,,,
6119,5,8,13,,,,
15889,1,1,2,,,,
13957,3,3,6,,,,
12869,8,8,16,,,,
3923,19,24,43,,,,
11878,6,16,22,,,,
3176,28,71,99,,,,
11491,81,43,124,,,,
14602,13,4,17,,,,
16953,2,0,2,,,,
17442,5,7,12,,,,
9965,12,15,27,,,,
15109,10,8,18,,,,
8024,22,4,26,,,,
6730,6,91,97,,,,
268,33,28,61,,,,
1854,33,17,50,,,,
3352,18,1,19,,,,
16485,8,6,14,,,,
6960,53,23,76,,,,
17512,4,8,12,,,,
2136,9,9,18,,,,
15096,5,9,14,,,,
17899,1,1,2,,,,
17198,5,1,6,,,,
74,128,70,198,,,,
3874,3,8,11,,,,
1737,116,41,157,,,,
11389,3,0,3,,,,
14522,1,11,12,,,,
14022,1,0,1,,,,
1414,34,98,132,,,,
17814,7,1,8,,,,
17643,1,2,3,,,,
8311,18,1,19,,,,
2905,20,1,21,,,,
15736,20,6,26,,,,
5606,18,3,21,,,,
8391,23,1,24,,,,
7052,5,1,6,,,,
10049,27,18,45,,,,
12438,31,103,134,,,,
6856,17,25,42,,,,
13995,2,1,3,,,,
7350,11,1,12,,,,
4365,10,2,12,,,,
714,5,14,19,,,,
1446,1,37,38,,,,
4117,51,24,75,,,,
16661,1,0,1,,,,
7386,2,10,12,,,,
2214,1,2,3,,,,
14966,20,0,20,,,,
13127,21,7,28,,,,
9811,3,2,5,,,,
14041,1,7,8,,,,
14296,4,12,16,,,,
13169,44,26,70,,,,
2115,16,2,18,,,,
13496,1,14,15,,,,
14869,1,1,2,,,,
13636,2,3,5,,,,
906,25,3,28,,,,
9849,14,173,187,,,,
9530,3,3,6,,,,
5318,2,76,78,,,,
5363,17,162,179,,,,
1904,3,4,7,,,,
14632,13,4,17,,,,
13671,3,3,6,,,,
9249,25,11,36,,,,
5186,1,2,3,,,,
7895,3,2,5,,,,
14698,4,3,7,,,,
2221,1,5,6,,,,
6680,48,20,68,,,,
15831,18,7,25,,,,
9271,10,9,19,,,,
11997,3,6,9,,,,
6089,2,15,17,,,,
8409,8,2,10,,,,
5283,20,15,35,,,,
16352,2,9,11,,,,
6630,11,1,12,,,,
7504,5,5,10,,,,
7638,15,11,26,,,,
7302,2,7,9,,,,
252,25,24,49,,,,
1562,100,13,113,,,,
17372,2,6,8,,,,
5124,6,4,10,,,,
445,4,0,4,,,,
8018,12,14,26,,,,
5204,58,12,70,,,,
13397,34,41,75,,,,
9014,21,36,57,,,,
8236,30,11,41,,,,
14953,44,9,53,,,,
2342,22,33,55,,,,
8626,1,8,9,,,,
16890,2,14,16,,,,
11832,46,33,79,,,,
3953,18,11,29,,,,
4447,2,11,13,,,,
15940,2,2,4,,,,
8572,9,0,9,,,,
17275,9,3,12,,,,
9845,33,168,201,,,,
2798,1,18,19,,,,
3435,23,70,93,,,,
9072,17,27,44,,,,
13929,2,0,2,,,,
17098,2,0,2,,,,
14475,3,3,6,,,,
2173,2,23,25,,,,
12226,14,2,16,,,,
3987,7,1,8,,,,
13466,46,1,47,,,,
6333,7,8,15,,,,
14429,8,3,11,,,,
14421,66,11,77,,,,
11680,10,55,65,,,,
1781,31,70,101,,,,
4722,21,18,39,,,,
7971,7,5,12,,,,
7978,33,21,54,,,,
13744,5,22,27,,,,
441,5,107,112,,,,
7520,3,9,12,,,,
24,1,13,14,,,,
5644,11,1,12,,,,
17595,13,7,20,,,,
11097,11,11,22,,,,
3317,1,53,54,,,,
11326,150,17,167,,,,
12268,3,6,9,,,,
3977,8,211,219,,,,
5022,2,30,32,,,,
1923,105,63,168,,,,
6711,7,20,27,,,,
12314,1,4,5,,,,
1292,9,40,49,,,,
17289,7,2,9,,,,
11045,18,6,24,,,,
693,98,64,162,,,,
5306,12,10,22,,,,
12088,2,15,17,,,,
1698,24,171,195,,,,
12352,3,5,8,,,,
16517,5,2,7,,,,
900,3,20,23,,,,
10758,5,7,12,,,,
3188,15,43,58,,,,
3634,40,5,45,,,,
3869,6,15,21,,,,
14680,4,0,4,,,,
11200,2,2,4,,,,
11835,16,3,19,,,,
13394,1,0,1,,,,
15976,16,10,26,,,,
2633,21,95,116,,,,
11624,4,9,13,,,,
17026,6,5,11,,,,
11682,15,27,42,,,,
2278,13,18,31,,,,
1177,30,1,31,,,,
14993,2,9,11,,,,
15854,7,5,12,,,,
13044,3,7,10,,,,
8427,14,1,15,,,,
14719,2,4,6,,,,
11555,17,6,23,,,,
1397,8,136,144,,,,
15920,2,18,20,,,,
17630,11,0,11,,,,
7586,22,24,46,,,,
11199,5,29,34,,,,
7396,71,39,110,,,,
15869,4,2,6,,,,
2239,31,25,56,,,,
731,55,56,111,,,,
13631,4,19,23,,,,
10378,9,12,21,,,,
12332,12,3,15,,,,
16574,6,5,11,,,,
14611,7,2,9,,,,
13824,5,2,7,,,,
14063,7,4,11,,,,
7049,9,24,33,,,,
6824,19,10,29,,,,
17357,11,5,16,,,,
6546,1,6,7,,,,
4792,4,28,32,,,,
10155,3,4,7,,,,
10152,2,0,2,,,,
4045,19,9,28,,,,
3934,2,13,15,,,,
15030,1,6,7,,,,
16644,4,18,22,,,,
7784,1,30,31,,,,
6272,90,83,173,,,,
15705,9,1,10,,,,
7104,15,2,17,,,,
8773,34,6,40,,,,
989,29,9,38,,,,
6773,12,50,62,,,,
5506,47,28,75,,,,
9092,21,17,38,,,,
9450,4,0,4,,,,
16866,13,0,13,,,,
11582,5,3,8,,,,
12911,11,0,11,,,,
12364,13,7,20,,,,
2219,13,1,14,,,,
8373,3,27,30,,,,
7155,1,14,15,,,,
13602,2,6,8,,,,
14303,1,2,3,,,,
3737,51,17,68,,,,
11234,2,3,5,,,,
10287,8,2,10,,,,
16780,1,3,4,,,,
12445,24,52,76,,,,
2812,2,14,16,,,,
4034,9,30,39,,,,
13795,16,24,40,,,,
6021,28,10,38,,,,
5103,25,0,25,,,,
6125,10,2,12,,,,
11095,4,30,34,,,,
7066,19,1,20,,,,
16124,7,3,10,,,,
1651,2,6,8,,,,
11698,47,4,51,,,,
845,33,22,55,,,,
12061,12,11,23,,,,
6445,59,76,135,,,,
3512,16,1,17,,,,
4016,2,5,7,,,,
644,1,126,127,,,,
4053,11,4,15,,,,
4885,7,0,7,,,,
197,34,50,84,,,,
15421,4,16,20,,,,
16703,6,0,6,,,,
2935,42,27,69,,,,
5455,126,58,184,,,,
16314,29,3,32,,,,
13050,12,36,48,,,,
12687,6,23,29,,,,
13932,10,4,14,,,,
16654,2,2,4,,,,
5203,43,22,65,,,,
7602,14,2,16,,,,
1834,116,110,226,,,,
2652,22,4,26,,,,
2182,14,1,15,,,,
12280,3,8,11,,,,
6016,16,8,24,,,,
4220,18,12,30,,,,
335,10,18,28,,,,
9875,16,5,21,,,,
17661,1,5,6,,,,
65,63,19,82,,,,
14443,3,3,6,,,,
16381,1,1,2,,,,
13246,12,8,20,,,,
13311,3,9,12,,,,
12375,8,0,8,,,,
5518,54,140,194,,,,
2365,14,18,32,,,,
3049,1,9,10,,,,
10213,46,28,74,,,,
8898,1,3,4,,,,
12462,8,0,8,,,,
7353,4,13,17,,,,
15116,3,0,3,,,,
13209,14,25,39,,,,
3308,31,232,263,,,,
8658,9,19,28,,,,
851,18,6,24,,,,
13210,14,8,22,,,,
5505,138,69,207,,,,
11042,10,12,22,,,,
14383,11,2,13,,,,
988,19,20,39,,,,
2452,33,32,65,,,,
12816,1,5,6,,,,
1057,26,18,44,,,,
8506,12,4,16,,,,
14893,15,6,21,,,,
14887,1,14,15,,,,
765,35,61,96,,,,
17264,7,11,18,,,,
11400,1,2,3,,,,
688,12,122,134,,,,
5659,8,4,12,,,,
15370,31,1,32,,,,
3080,23,29,52,,,,
10334,11,9,20,,,,
1945,20,86,106,,,,
11854,21,7,28,,,,
3959,133,50,183,,,,
4268,13,88,101,,,,
15203,1,3,4,,,,
3939,6,56,62,,,,
7795,1,6,7,,,,
2432,62,13,75,,,,
5601,15,68,83,,,,
14415,8,0,8,,,,
7419,1,9,10,,,,
1416,67,143,210,,,,
3960,8,126,134,,,,
8860,6,1,7,,,,
2989,14,19,33,,,,
5078,21,4,25,,,,
16199,14,17,31,,,,
15564,3,25,28,,,,
5387,90,31,121,,,,
8303,11,0,11,,,,
15126,4,12,16,,,,
2340,102,24,126,,,,
17627,3,3,6,,,,
16552,3,8,11,,,,
15190,2,0,2,,,,
6662,19,6,25,,,,
7518,13,74,87,,,,
1291,30,154,184,,,,
2179,13,6,19,,,,
12312,17,34,51,,,,
7248,21,4,25,,,,
720,16,31,47,,,,
12985,8,7,15,,,,
12939,8,4,12,,,,
2581,15,6,21,,,,
7194,19,17,36,,,,
10712,13,1,14,,,,
10703,27,25,52,,,,
12909,1,0,1,,,,
6688,10,20,30,,,,
12105,2,14,16,,,,
17381,3,5,8,,,,
14933,7,7,14,,,,
16561,1,2,3,,,,
5961,2,23,25,,,,
12230,1,1,2,,,,
92,46,122,168,,,,
7375,4,0,4,,,,
12017,3,4,7,,,,
11756,3,14,17,,,,
8279,10,3,13,,,,
10813,12,14,26,,,,
10033,46,49,95,,,,
9179,8,6,14,,,,
2852,4,17,21,,,,
2120,1,3,4,,,,
9473,3,12,15,,,,
11094,10,8,18,,,,
10228,76,12,88,,,,
4785,26,2,28,,,,
11857,4,8,12,,,,
17514,1,0,1,,,,
314,2,0,2,,,,
6249,26,114,140,,,,
15816,1,0,1,,,,
9960,4,5,9,,,,
7901,19,132,151,,,,
2658,28,28,56,,,,
8535,85,14,99,,,,
17390,1,0,1,,,,
5576,11,20,31,,,,
7247,12,20,32,,,,
1030,8,5,13,,,,
13959,1,5,6,,,,
9866,10,22,32,,,,
8734,1,2,3,,,,
16488,9,1,10,,,,
5715,7,1,8,,,,
1506,109,42,151,,,,
159,55,141,196,,,,
6992,8,7,15,,,,
5626,25,0,25,,,,
8775,32,3,35,,,,
11821,18,2,20,,,,
7961,6,1,7,,,,
9413,53,12,65,,,,
17463,5,6,11,,,,
11392,7,27,34,,,,
304,21,7,28,,,,
4073,12,31,43,,,,
17861,2,1,3,,,,
6495,5,0,5,,,,
17659,3,9,12,,,,
2992,6,26,32,,,,
4353,2,12,14,,,,
11779,4,3,7,,,,
15013,4,11,15,,,,
11136,3,2,5,,,,
191,28,26,54,,,,
3794,1,16,17,,,,
3545,9,7,16,,,,
4931,2,6,8,,,,
1536,6,0,6,,,,
17011,5,8,13,,,,
4570,46,52,98,,,,
17823,7,0,7,,,,
17401,4,3,7,,,,
14466,7,9,16,,,,
698,18,22,40,,,,
5740,10,7,17,,,,
1556,21,91,112,,,,
1906,105,99,204,,,,
17322,5,1,6,,,,
6904,6,13,19,,,,
8027,6,6,12,,,,
1661,11,288,299,,,,
6952,9,3,12,,,,
10212,12,0,12,,,,
8320,30,5,35,,,,
2064,11,7,18,,,,
9045,5,3,8,,,,
8252,20,12,32,,,,
13734,12,5,17,,,,
16235,2,9,11,,,,
5237,15,25,40,,,,
8467,1,14,15,,,,
1391,32,0,32,,,,
3255,39,60,99,,,,
12952,1,1,2,,,,
14314,26,3,29,,,,
9496,7,1,8,,,,
6963,9,5,14,,,,
17246,2,16,18,,,,
302,6,5,11,,,,
13565,32,7,39,,,,
11886,4,4,8,,,,
15320,3,2,5,,,,
7919,50,2,52,,,,
17538,1,1,2,,,,
7873,21,8,29,,,,
15235,2,20,22,,,,
600,42,45,87,,,,
10024,2,18,20,,,,
6215,3,15,18,,,,
12018,135,21,156,,,,
846,3,2,5,,,,
7475,18,0,18,,,,
1595,17,8,25,,,,
6770,2,3,5,,,,
5227,17,15,32,,,,
6331,15,2,17,,,,
17620,1,2,3,,,,
311,7,3,10,,,,
390,2,3,5,,,,
7415,4,27,31,,,,
15085,1,20,21,,,,
11819,14,17,31,,,,
14601,2,3,5,,,,
7431,19,1,20,,,,
1663,66,110,176,,,,
2776,7,18,25,,,,
3025,9,17,26,,,,
13896,14,16,30,,,,
10059,69,0,69,,,,
11950,34,22,56,,,,
3933,12,19,31,,,,
7044,11,4,15,,,,
1961,50,143,193,,,,
1354,21,20,41,,,,
10281,100,19,119,,,,
15046,12,0,12,,,,
9242,14,5,19,,,,
9024,3,6,9,,,,
6299,49,48,97,,,,
12903,13,26,39,,,,
16971,2,3,5,,,,
1196,1,4,5,,,,
11382,1,28,29,,,,
15751,1,4,5,,,,
6842,9,9,18,,,,
4315,17,28,45,,,,
8609,5,1,6,,,,
7023,11,10,21,,,,
4335,9,2,11,,,,
16663,3,2,5,,,,
15844,19,8,27,,,,
15627,19,14,33,,,,
5343,162,31,193,,,,
6898,10,7,17,,,,
6028,13,1,14,,,,
10434,12,2,14,,,,
2163,6,49,55,,,,
9692,9,1,10,,,,
14150,2,33,35,,,,
13686,6,3,9,,,,
17235,4,3,7,,,,
10303,6,1,7,,,,
5008,6,2,8,,,,
11947,2,5,7,,,,
12570,2,25,27,,,,
11529,2,6,8,,,,
8941,3,30,33,,,,
6209,30,13,43,,,,
848,16,0,16,,,,
3516,1,7,8,,,,
4205,10,8,18,,,,
850,39,3,42,,,,
52,3,20,23,,,,
9221,24,4,28,,,,
1814,4,49,53,,,,
12247,3,1,4,,,,
7411,5,4,9,,,,
3276,41,125,166,,,,
8591,12,4,16,,,,
5063,17,12,29,,,,
16643,13,1,14,,,,
12589,32,7,39,,,,
3417,12,6,18,,,,
16706,6,5,11,,,,
14338,8,2,10,,,,
4081,12,10,22,,,,
3767,41,8,49,,,,
6100,62,21,83,,,,
7589,27,0,27,,,,
10456,2,4,6,,,,
15394,16,21,37,,,,
16041,31,9,40,,,,
418,18,42,60,,,,
14204,42,28,70,,,,
7266,1,6,7,,,,
6581,3,13,16,,,,
16790,3,15,18,,,,
4691,17,16,33,,,,
1077,2,3,5,,,,
7187,2,3,5,,,,
1725,115,105,220,,,,
12150,4,2,6,,,,
5973,17,4,21,,,,
9332,1,93,94,,,,
7275,12,1,13,,,,
4896,1,1,2,,,,
8877,1,2,3,,,,
8141,111,1,112,,,,
2007,3,5,8,,,,
8814,5,1,6,,,,
5157,19,22,41,,,,
10571,2,0,2,,,,
12968,3,29,32,,,,
4788,22,16,38,,,,
4719,7,13,20,,,,
681,131,21,152,,,,
4683,18,9,27,,,,
13104,35,38,73,,,,
14715,2,10,12,,,,
13919,3,3,6,,,,
8441,16,11,27,,,,
5521,14,171,185,,,,
1172,1,1,2,,,,
5936,41,8,49,,,,
15084,4,0,4,,,,
7427,1,3,4,,,,
7200,10,2,12,,,,
17434,1,0,1,,,,
15040,2,6,8,,,,
17386,3,12,15,,,,
7959,10,77,87,,,,
14146,3,15,18,,,,
16459,5,3,8,,,,
3842,153,67,220,,,,
12718,3,19,22,,,,
8721,4,11,15,,,,
6786,16,8,24,,,,
13034,2,6,8,,,,
11359,2,2,4,,,,
3369,79,2,81,,,,
12335,16,89,105,,,,
10320,27,6,33,,,,
4518,5,14,19,,,,
16228,7,11,18,,,,
3571,1,3,4,,,,
11459,3,4,7,,,,
11151,4,1,5,,,,
10086,37,8,45,,,,
15558,1,10,11,,,,
2694,20,10,30,,,,
17815,1,2,3,,,,
241,3,8,11,,,,
569,68,246,314,,,,
16146,1,7,8,,,,
3530,15,23,38,,,,
3464,7,4,11,,,,
10684,4,2,6,,,,
17324,4,1,5,,,,
7162,6,9,15,,,,
11521,18,5,23,,,,
5589,22,46,68,,,,
1131,14,22,36,,,,
13398,12,15,27,,,,
12554,1,1,2,,,,
4629,8,0,8,,,,
3468,8,22,30,,,,
15132,23,0,23,,,,
15023,5,8,13,,,,
14227,1,3,4,,,,
6203,13,10,23,,,,
13592,11,2,13,,,,
14258,3,0,3,,,,
14480,37,2,39,,,,
5035,3,7,10,,,,
21,3,6,9,,,,
8212,40,48,88,,,,
16061,2,62,64,,,,
7045,29,13,42,,,,
9909,10,4,14,,,,
17745,9,0,9,,,,
9059,10,18,28,,,,
8240,13,2,15,,,,
6323,148,31,179,,,,
13147,6,16,22,,,,
15760,5,27,32,,,,
756,36,221,257,,,,
17862,3,2,5,,,,
16642,7,18,25,,,,
12961,14,6,20,,,,
9461,23,0,23,,,,
4308,9,28,37,,,,
10605,39,4,43,,,,
7483,12,6,18,,,,
8478,1,2,3,,,,
11280,1,2,3,,,,
15451,12,0,12,,,,
10704,65,10,75,,,,
9841,14,38,52,,,,
5857,3,1,4,,,,
14861,3,2,5,,,,
11315,20,26,46,,,,
10612,16,8,24,,,,
12987,1,11,12,,,,
9355,7,3,10,,,,
6811,9,4,13,,,,
13589,2,0,2,,,,
15610,3,11,14,,,,
9512,6,10,16,,,,
4103,1,27,28,,,,
16163,9,14,23,,,,
13414,6,3,9,,,,
5770,11,15,26,,,,
16582,1,4,5,,,,
13607,29,98,127,,,,
3279,12,46,58,,,,
9163,1,0,1,,,,
1236,4,8,12,,,,
479,3,2,5,,,,
11150,9,2,11,,,,
15938,13,1,14,,,,
12200,1,3,4,,,,
8216,10,10,20,,,,
1396,56,17,73,,,,
12773,7,0,7,,,,
9000,11,47,58,,,,
13214,11,14,25,,,,
8069,5,1,6,,,,
12236,1,22,23,,,,
779,61,1,62,,,,
5187,6,3,9,,,,
16153,15,26,41,,,,
9312,8,7,15,,,,
12946,8,3,11,,,,
3918,25,45,70,,,,
5528,6,109,115,,,,
4837,5,25,30,,,,
3562,2,4,6,,,,
17270,3,14,17,,,,
1676,13,92,105,,,,
16878,3,1,4,,,,
3299,5,7,12,,,,
13393,1,0,1,,,,
9334,4,18,22,,,,
431,5,6,11,,,,
11999,85,25,110,,,,
1828,94,77,171,,,,
4786,7,10,17,,,,
8407,23,2,25,,,,
3897,28,9,37,,,,
9489,12,0,12,,,,
14657,72,0,72,,,,
3183,124,79,203,,,,
5844,52,12,64,,,,
15563,3,0,3,,,,
297,4,2,6,,,,
15352,15,1,16,,,,
15814,1,2,3,,,,
3495,3,5,8,,,,
16118,4,3,7,,,,
7171,2,6,8,,,,
6552,2,1,3,,,,
1953,70,30,100,,,,
15318,1,2,3,,,,
16273,6,2,8,,,,
1272,4,1,5,,,,
7750,4,2,6,,,,
10773,2,6,8,,,,
13764,4,8,12,,,,
9600,11,0,11,,,,
15654,26,5,31,,,,
1155,21,6,27,,,,
132,33,13,46,,,,
15788,1,9,10,,,,
9409,10,1,11,,,,
15163,13,12,25,,,,
6781,12,13,25,,,,
7568,1,22,23,,,,
17638,1,10,11,,,,
7633,7,31,38,,,,
4265,6,4,10,,,,
16747,2,4,6,,,,
15805,10,5,15,,,,
3088,1,5,6,,,,
9392,3,7,10,,,,
8118,1,0,1,,,,
10765,2,7,9,,,,
13879,33,12,45,,,,
61,48,12,60,,,,
10204,37,9,46,,,,
9054,41,17,58,,,,
11870,8,13,21,,,,
11683,43,12,55,,,,
992,9,11,20,,,,
8556,8,2,10,,,,
12951,1,8,9,,,,
8248,13,18,31,,,,
4403,4,3,7,,,,
17068,3,9,12,,,,
4452,8,15,23,,,,
4967,10,28,38,,,,
5548,1,42,43,,,,
15545,3,7,10,,,,
2595,4,2,6,,,,
2938,72,9,81,,,,
7727,3,19,22,,,,
16592,3,6,9,,,,
8194,37,11,48,,,,
9912,5,3,8,,,,
9106,10,1,11,,,,
10730,10,30,40,,,,
14792,11,0,11,,,,
11345,33,134,167,,,,
4004,35,76,111,,,,
1880,22,84,106,,,,
15249,47,2,49,,,,
5207,2,26,28,,,,
14925,10,7,17,,,,
944,20,10,30,,,,
15795,1,5,6,,,,
17099,14,13,27,,,,
958,12,2,14,,,,
3492,13,2,15,,,,
8781,14,87,101,,,,
908,17,18,35,,,,
6766,5,4,9,,,,
269,2,2,4,,,,
14299,2,5,7,,,,
14339,2,8,10,,,,
4282,61,11,72,,,,
2647,117,2,119,,,,
10873,16,32,48,,,,
576,1,1,2,,,,
4389,16,3,19,,,,
16929,1,2,3,,,,
3078,3,4,7,,,,
6722,1,2,3,,,,
11114,6,6,12,,,,
9030,73,3,76,,,,
10253,1,16,17,,,,
10875,17,5,22,,,,
14952,9,8,17,,,,
4039,3,20,23,,,,
7844,6,10,16,,,,
14900,14,2,16,,,,
6211,2,9,11,,,,
2119,34,30,64,,,,
943,17,3,20,,,,
16229,3,6,9,,,,
7466,7,16,23,,,,
13328,6,7,13,,,,
5802,6,5,11,,,,
142,11,13,24,,,,
608,40,0,40,,,,
3013,9,6,15,,,,
6184,72,89,161,,,,
10716,1,3,4,,,,
9244,8,2,10,,,,
7639,1,1,2,,,,
17279,22,1,23,,,,
11141,6,0,6,,,,
4552,20,10,30,,,,
1,33,7,40,,,,
7117,1,5,6,,,,
10096,2,19,21,,,,
6429,6,3,9,,,,
5596,7,30,37,,,,
8343,16,5,21,,,,
7761,53,0,53,,,,
965,4,6,10,,,,
10459,14,9,23,,,,
802,1,27,28,,,,
5825,2,22,24,,,,
10987,3,2,5,,,,
2231,1,5,6,,,,
10336,1,5,6,,,,
3787,7,1,8,,,,
5572,40,0,40,,,,
8261,57,35,92,,,,
4540,80,33,113,,,,
5522,90,99,189,,,,
13600,6,7,13,,,,
14206,26,57,83,,,,
12711,31,2,33,,,,
1627,101,84,185,,,,
6713,1,1,2,,,,
12100,10,0,10,,,,
14897,21,11,32,,,,
14141,2,12,14,,,,
8070,3,0,3,,,,
15059,1,0,1,,,,
2649,1,16,17,,,,
11761,17,7,24,,,,
9743,10,1,11,,,,
572,128,3,131,,,,
17286,1,10,11,,,,
6569,8,16,24,,,,
7240,2,4,6,,,,
1578,14,298,312,,,,
4908,5,3,8,,,,
16904,1,20,21,,,,
4047,1,20,21,,,,
842,93,4,97,,,,
11883,4,3,7,,,,
4703,3,51,54,,,,
228,2,13,15,,,,
10464,33,10,43,,,,
14585,3,0,3,,,,
14958,17,2,19,,,,
12259,9,1,10,,,,
12427,11,25,36,,,,
6572,4,16,20,,,,
4394,11,5,16,,,,
2860,42,34,76,,,,
4485,11,13,24,,,,
7788,40,3,43,,,,
9274,24,3,27,,,,
6149,11,9,20,,,,
4561,1,17,18,,,,
395,4,0,4,,,,
12038,2,0,2,,,,
3581,5,0,5,,,,
13451,14,6,20,,,,
15777,6,3,9,,,,
9881,23,8,31,,,,
10807,7,26,33,,,,
16705,4,22,26,,,,
5364,180,30,210,,,,
2841,1,0,1,,,,
10300,2,4,6,,,,
16958,4,2,6,,,,
7225,12,11,23,,,,
7099,2,5,7,,,,
6535,1,4,5,,,,
13749,4,9,13,,,,
8538,56,38,94,,,,
2782,4,5,9,,,,
8163,62,59,121,,,,
12250,19,6,25,,,,
14251,2,1,3,,,,
6880,4,0,4,,,,
492,57,5,62,,,,
13015,3,9,12,,,,
10894,41,47,88,,,,
13665,2,3,5,,,,
15453,4,3,7,,,,
1785,16,79,95,,,,
9705,4,0,4,,,,
13587,16,1,17,,,,
3550,3,0,3,,,,
4761,16,31,47,,,,
1520,5,11,16,,,,
3187,3,31,34,,,,
9784,1,4,5,,,,
7988,2,5,7,,,,
4000,57,24,81,,,,
3467,25,19,44,,,,
16550,4,7,11,,,,
14521,11,13,24,,,,
9211,9,1,10,,,,
14170,2,33,35,,,,
7682,1,9,10,,,,
5457,44,75,119,,,,
4980,33,5,38,,,,
16558,4,1,5,,,,
14545,57,9,66,,,,
14666,2,3,5,,,,
9737,30,17,47,,,,
8912,8,4,12,,,,
3482,10,3,13,,,,
9449,17,19,36,,,,
2762,28,1,29,,,,
468,5,3,8,,,,
1577,127,37,164,,,,
9562,20,30,50,,,,
5231,30,4,34,,,,
17852,1,0,1,,,,
1935,25,9,34,,,,
14749,2,5,7,,,,
15316,1,0,1,,,,
6924,9,0,9,,,,
14205,62,3,65,,,,
2379,37,31,68,,,,
10960,4,9,13,,,,
13638,1,0,1,,,,
1232,20,1,21,,,,
3911,6,22,28,,,,
5841,18,17,35,,,,
5365,87,102,189,,,,
6914,10,9,19,,,,
16934,2,1,3,,,,
16498,1,2,3,,,,
10883,6,34,40,,,,
15222,1,2,3,,,,
5479,94,127,221,,,,
6561,2,7,9,,,,
13482,8,24,32,,,,
10848,19,1,20,,,,
3606,64,2,66,,,,
14592,3,2,5,,,,
11955,3,6,9,,,,
4946,6,0,6,,,,
6461,47,30,77,,,,
240,7,18,25,,,,
1228,158,0,158,,,,
16765,6,0,6,,,,
4455,2,0,2,,,,
2517,5,10,15,,,,
707,82,115,197,,,,
15791,7,6,13,,,,
10831,8,6,14,,,,
72,14,41,55,,,,
1040,6,10,16,,,,
13363,18,17,35,,,,
4830,18,1,19,,,,
15972,17,2,19,,,,
3010,56,3,59,,,,
4285,13,6,19,,,,
16743,5,1,6,,,,
9425,19,13,32,,,,
2650,3,9,12,,,,
10646,1,3,4,,,,
11038,20,3,23,,,,
7911,12,2,14,,,,
726,33,2,35,,,,
8602,11,7,18,,,,
3370,5,53,58,,,,
11050,2,2,4,,,,
14223,26,0,26,,,,
15369,1,6,7,,,,
13006,13,38,51,,,,
353,3,4,7,,,,
794,57,18,75,,,,
11331,122,35,157,,,,
11518,5,11,16,,,,
1918,43,17,60,,,,
716,131,193,324,,,,
7061,24,5,29,,,,
5463,25,178,203,,,,
1248,19,2,21,,,,
12210,52,19,71,,,,
6162,4,2,6,,,,
4348,1,1,2,,,,
16938,3,5,8,,,,
4882,3,5,8,,,,
4068,58,5,63,,,,
16985,16,23,39,,,,
13946,4,9,13,,,,
7255,10,5,15,,,,
9475,4,12,16,,,,
217,19,14,33,,,,
7593,6,11,17,,,,
5940,31,24,55,,,,
836,22,14,36,,,,
13786,42,3,45,,,,
646,94,15,109,,,,
16033,33,36,69,,,,
3668,3,8,11,,,,
12179,6,9,15,,,,
865,11,7,18,,,,
11852,4,9,13,,,,
649,8,93,101,,,,
7827,10,3,13,,,,
13304,4,11,15,,,,
4769,75,5,80,,,,
16019,8,39,47,,,,
16393,19,21,40,,,,
9406,23,8,31,,,,
3628,2,1,3,,,,
4470,4,4,8,,,,
15243,15,8,23,,,,
